a,b,g_x,c,g_y,d,e,f,g,h,I,j
0.3288165,-0.1487348,0.932608,404.617,-0.002486386,0.9873804,0.1583468,6.061249,-0.9443906,-0.05438584,0.3242971,104.142
0.3160335,-0.1389426,0.9385189,405.2801,-0.01185209,0.9885629,0.1503424,6.15174,-0.948674,-0.05863662,0.3107722,104.3753
0.3000833,-0.133118,0.9445791,405.9597,-0.0164622,0.9893449,0.1446566,6.239906,-0.953771,-0.05895887,0.2946945,104.5908
0.2813717,-0.1305686,0.9506744,406.6318,-0.01589774,0.9899295,0.1406653,6.325233,-0.9594672,-0.05469281,0.2764624,104.7799
0.2610528,-0.1275602,0.9568593,407.317,-0.01524523,0.9905623,0.1362125,6.405908,-0.9652042,-0.05014619,0.2566444,104.953
0.2399132,-0.122474,0.9630378,408.011,-0.01241082,0.9915421,0.1291908,6.481032,-0.970715,-0.04294666,0.236364,105.1082
0.2192026,-0.1169665,0.9686429,408.7023,-0.008559139,0.9925194,0.1217866,6.551585,-0.9756419,-0.03498669,0.2165617,105.246
0.1985298,-0.1137121,0.973476,409.4193,-0.002890252,0.9931744,0.1166026,6.619282,-0.9800906,-0.02596268,0.1968461,105.3713
0.1788541,-0.1127523,0.9773935,410.1351,0.0004003258,0.9934199,0.1145278,6.691065,-0.9838756,-0.0200925,0.1777224,105.4854
0.160614,-0.117307,0.9800215,410.8725,0.0006710304,0.9929249,0.1187416,6.763749,-0.9870171,-0.01841394,0.1595564,105.5946
0.1453485,-0.125107,0.9814387,411.6172,-0.001924457,0.9919353,0.1267301,6.838057,-0.9893787,-0.02030877,0.1439356,105.7
0.1317574,-0.1356793,0.9819527,412.361,1.16744E-05,0.9905888,0.1368711,6.919003,-0.991282,-0.01802231,0.130519,105.7908
0.1216579,-0.1413469,0.9824563,413.1125,0.0001230628,0.9898106,0.1423897,7.000377,-0.9925721,-0.01720193,0.1204357,105.8794
0.1136936,-0.1437966,0.9830545,413.8665,-0.002791291,0.9894203,0.1450506,7.082022,-0.993512,-0.01923533,0.1120894,105.97
0.1063391,-0.1453768,0.983645,414.6247,-0.007700614,0.9891041,0.1470162,7.167742,-0.9943001,-0.02320824,0.104061,106.0586
0.0986027,-0.1505317,0.9836756,415.3892,-0.009247338,0.9883113,0.1521681,7.261742,-0.9950839,-0.02410056,0.09605815,106.1371
0.09201418,-0.1524926,0.9840119,416.1484,-0.01406124,0.9879066,0.154411,7.350541,-0.9956584,-0.02804443,0.08875719,106.212
0.08664806,-0.1418914,0.9860826,416.8974,-0.02975908,0.9889949,0.1449255,7.42776,-0.9957944,-0.04190242,0.08147193,106.2978
0.08105048,-0.1222316,0.9891866,417.6432,-0.03815885,0.9913437,0.1256248,7.505022,-0.9959793,-0.04792817,0.07568466,106.375
0.07679643,-0.1049671,0.991506,418.392,-0.03547326,0.9935256,0.1079285,7.589414,-0.9964156,-0.04346047,0.07257569,106.4346
0.07321024,-0.103645,0.9919163,419.1639,-0.04153907,0.9934053,0.1068665,7.668172,-0.9964511,-0.049027,0.06842212,106.5066
0.0728231,-0.1142325,0.9907814,419.9504,-0.05122271,0.9916796,0.118101,7.739703,-0.9960287,-0.05935098,0.06636588,106.5859
0.07467769,-0.1219647,0.9897211,420.7323,-0.05305876,0.9906005,0.1260766,7.80996,-0.9957952,-0.06192847,0.06750446,106.6555
0.07756049,-0.1071565,0.9912123,421.4933,-0.05716881,0.9920933,0.1117251,7.865259,-0.9953473,-0.06533187,0.07082124,106.727
0.08058449,-0.08102776,0.9934488,422.2299,-0.05842942,0.9945923,0.0858606,7.916668,-0.9950338,-0.06496566,0.07541431,106.8
0.08626061,-0.05925487,0.9945089,422.977,-0.05928966,0.9961551,0.06449557,7.9717,-0.9945069,-0.06452751,0.08241575,106.8715
0.09082572,-0.05858121,0.9941423,423.7372,-0.06264264,0.9959553,0.06441114,8.020692,-0.9938947,-0.06812588,0.08678868,106.9478
0.09421481,-0.07308939,0.9928653,424.5012,-0.06863401,0.9944517,0.07971899,8.059333,-0.9931833,-0.07565503,0.08867567,107.0352
0.09679852,-0.08133984,0.9919747,425.2498,-0.07020093,0.9936149,0.08832467,8.093652,-0.9928252,-0.07818724,0.09047032,107.1189
0.09891056,-0.0779746,0.9920366,425.9771,-0.06505976,0.9942855,0.08463813,8.129462,-0.9929673,-0.07291326,0.09327232,107.1916
0.1018254,-0.06813637,0.9924661,426.6891,-0.06023073,0.9953991,0.07451731,8.167187,-0.9929773,-0.0673647,0.09725299,107.2626
0.1041878,-0.06182958,0.9926339,427.3978,-0.05669681,0.9960734,0.06799478,8.202315,-0.9929403,-0.06336339,0.1002731,107.3393
0.106829,-0.05988885,0.9924721,428.1028,-0.05368647,0.9963807,0.06590349,8.233718,-0.992827,-0.06032272,0.1032271,107.4201
0.1072243,-0.05654289,0.9926257,428.7973,-0.05034621,0.9967919,0.06221866,8.264055,-0.9929593,-0.05664628,0.1040336,107.5012
0.1066073,-0.05021526,0.9930324,429.4784,-0.05044442,0.9971646,0.0558397,8.290819,-0.9930208,-0.05604585,0.103772,107.5837
0.1059295,-0.04572161,0.9933219,430.1492,-0.05257318,0.9972877,0.05151065,8.313589,-0.9929829,-0.05767858,0.1032384,107.6708
0.1042889,-0.04136689,0.9936864,430.81,-0.05797427,0.9971828,0.04759694,8.332906,-0.9928559,-0.06257207,0.1015969,107.757
0.09811654,-0.03886389,0.9944158,431.4674,-0.0629969,0.9969905,0.04518027,8.346583,-0.993179,-0.06707803,0.09537295,107.8376
0.08586484,-0.03766662,0.9955945,432.1175,-0.06821838,0.9967176,0.0435926,8.355373,-0.9939686,-0.0716609,0.08301343,107.9076
0.06919224,-0.03580094,0.9969607,432.765,-0.07139301,0.9966158,0.04074345,8.365156,-0.9950455,-0.07399515,0.06640214,107.96
0.05058588,-0.03496346,0.9981075,433.3982,-0.07003625,0.9968025,0.03846731,8.37606,-0.996261,-0.0718496,0.04797542,107.9914
0.03170725,-0.03628207,0.9988384,434.0258,-0.06632585,0.9970618,0.03832299,8.381937,-0.9972941,-0.06746392,0.02920764,108.0081
0.01378998,-0.03612994,0.9992519,434.6248,-0.0635689,0.9972937,0.0369364,8.387456,-0.9978822,-0.06403069,0.01145592,108.0189
-0.003811931,-0.03517352,0.9993739,435.1999,-0.06115629,0.9975187,0.03487496,8.390719,-0.998121,-0.06098505,-0.005953557,108.0164
-0.02156527,-0.03485746,0.9991596,435.7582,-0.0604316,0.99761,0.03349909,8.395461,-0.9979394,-0.05965839,-0.02362022,108.0091
-0.03938152,-0.03595553,0.9985771,436.2915,-0.06246428,0.9974864,0.03345282,8.399452,-0.99727,-0.06105797,-0.04152847,107.9901
-0.05846796,-0.03804433,0.9975641,436.8089,-0.06609014,0.9972288,0.03415796,8.403295,-0.9960992,-0.06393199,-0.06082029,107.9684
-0.07759442,-0.03813227,0.9962555,437.299,-0.06420554,0.9973851,0.0331748,8.401479,-0.9949155,-0.06139093,-0.07983983,107.9305
-0.09458754,-0.03377515,0.9949434,437.7525,-0.06117388,0.9977328,0.02805415,8.394344,-0.9936353,-0.05821096,-0.09643925,107.8831
-0.1108349,-0.02413405,0.9935457,438.1792,-0.05403185,0.9983729,0.01822378,8.385082,-0.992369,-0.05166327,-0.1119586,107.8263
-0.1257869,-0.01295549,0.9919727,438.581,-0.04853257,0.9987978,0.006890463,8.37812,-0.9908695,-0.04727624,-0.1262644,107.7694
-0.1388419,-0.004147506,0.9903059,438.9558,-0.04681446,0.9989007,-0.002379938,8.371887,-0.9892075,-0.04669106,-0.1388835,107.7178
-0.1496289,0.002409113,0.9887393,439.3196,-0.04969733,0.9987147,-0.009954269,8.371096,-0.9874925,-0.05062714,-0.1493168,107.6669
-0.1592766,0.006282617,0.987214,439.6662,-0.04876287,0.9987091,-0.01422315,8.368543,-0.986029,-0.05040479,-0.1587647,107.607
-0.1677023,0.00845419,0.9858014,439.9972,-0.04500105,0.9988552,-0.01622162,8.358794,-0.9848101,-0.04708249,-0.1671299,107.5448
-0.1739557,0.008586443,0.984716,440.3117,-0.03714833,0.999193,-0.01527515,8.348141,-0.9840526,-0.03923775,-0.1734963,107.476
-0.1790062,0.008305676,0.9838129,440.6089,-0.02776391,0.9995235,-0.01349,8.339225,-0.9834561,-0.02972928,-0.1786903,107.409
-0.1840637,0.005723853,0.9828976,440.8912,-0.02895896,0.9995173,-0.01124368,8.330838,-0.9824877,-0.03053324,-0.1838091,107.3598
-0.1890667,0.003272083,0.9819588,441.1539,-0.03487886,0.999341,-0.0100456,8.32006,-0.9813446,-0.03614889,-0.188828,107.3234
-0.1927184,0.0001871383,0.9812541,441.3987,-0.04176623,0.9990921,-0.008393437,8.312378,-0.9803649,-0.04260085,-0.1925357,107.2894
-0.195753,-0.001723217,0.9806517,441.6215,-0.04416546,0.9989993,-0.007060643,8.308381,-0.9796582,-0.04469307,-0.1956332,107.2539
-0.1979803,-0.000583554,0.9802058,441.8197,-0.04248788,0.999065,-0.007986853,8.302167,-0.9792848,-0.0432281,-0.19782,107.2159
-0.1998675,0.001785404,0.9798213,441.9929,-0.03808652,0.9992284,-0.009589799,8.292936,-0.9790825,-0.03923467,-0.1996453,107.1791
-0.2006761,0.003939045,0.9796497,442.1489,-0.03361325,0.9993754,-0.01090386,8.284685,-0.9790809,-0.03511735,-0.2004183,107.1466
-0.20052,0.006867038,0.9796655,442.2988,-0.03134515,0.9994185,-0.01342129,8.284115,-0.9791881,-0.03339899,-0.2001881,107.1254
-0.1990182,0.008974308,0.9799547,442.4486,-0.03313403,0.9993247,-0.01588087,8.281336,-0.9794355,-0.03563042,-0.1985865,107.1107
-0.1966522,0.009012374,0.9804319,442.6003,-0.03145277,0.9993851,-0.01549531,8.281351,-0.9799687,-0.03388448,-0.1962478,107.0931
-0.1924504,0.006334441,0.9812862,442.7548,-0.02301449,0.999675,-0.01096677,8.282708,-0.9810368,-0.02469436,-0.1922421,107.0634
-0.187124,0.004944993,0.9823238,442.9059,-0.01708605,0.9998196,-0.008287814,8.285099,-0.9821877,-0.01833488,-0.1870058,107.0386
-0.183016,0.006800071,0.9830864,443.0529,-0.01445206,0.9998494,-0.009606491,8.283272,-0.9830037,-0.01596576,-0.1828901,107.0229
-0.1792908,0.008078018,0.9837629,443.1997,-0.01725191,0.9997867,-0.01135376,8.280202,-0.9836449,-0.01900741,-0.1791132,107.0169
-0.1747448,0.008959667,0.984573,443.3468,-0.02096651,0.999698,-0.01281851,8.276204,-0.9843905,-0.02288303,-0.1745041,107.0141
-0.1695297,0.01055512,0.9854685,443.4966,-0.02364492,0.9996112,-0.01477423,8.27367,-0.9852414,-0.025806,-0.1692142,107.0092
-0.163656,0.01129711,0.9864528,443.6589,-0.02395622,0.999594,-0.01542204,8.271518,-0.9862266,-0.02615558,-0.163319,106.9995
-0.1573105,0.01104146,0.9874875,443.836,-0.02419335,0.9995943,-0.01503093,8.27071,-0.9872528,-0.02625515,-0.1569795,106.9893
-0.1508982,0.008760603,0.9885105,444.0318,-0.02942975,0.9994777,-0.01335032,8.272879,-0.9881112,-0.03110615,-0.1505616,106.9847
-0.1421527,0.005623549,0.9898287,444.2467,-0.03778243,0.9992243,-0.011103,8.274685,-0.9891234,-0.03897645,-0.14183,106.9889
-0.1331873,0.003197064,0.9910857,444.473,-0.04390593,0.998994,-0.009122888,8.271421,-0.9901179,-0.04472959,-0.1329129,106.9895
-0.1238076,0.00101407,0.9923057,444.707,-0.04156003,0.9991167,-0.00620638,8.261392,-0.9914356,-0.04200865,-0.1236561,106.9764
-0.1125855,-0.0001562084,0.993642,444.9541,-0.0346697,0.9993917,-0.003771172,8.252821,-0.9930371,-0.03487385,-0.1125224,106.9578
-0.1010513,-0.001028935,0.9948807,445.2055,-0.02992429,0.9995501,-0.002005689,8.244671,-0.9944311,-0.02997377,-0.1010367,106.9463
-0.08593297,-0.0007179472,0.9963006,445.4699,-0.02674592,0.999641,-0.001586539,8.242657,-0.9959419,-0.02678331,-0.08592132,106.9428
-0.0696204,-4.220364E-05,0.9975735,445.741,-0.02234928,0.999749,-0.001517458,8.242741,-0.9973232,-0.02240069,-0.06960388,106.9431
-0.0521079,-0.0009815638,0.998641,446.0129,-0.02192638,0.9997596,-0.0001614327,8.236481,-0.9984008,-0.02190499,-0.0521169,106.9533
-0.03133338,-0.002033151,0.9995069,446.3024,-0.02121209,0.999774,0.001368717,8.230851,-0.9992839,-0.02115874,-0.03136942,106.9727
-0.009410041,-0.001512669,0.9999546,446.6028,-0.02099284,0.9997787,0.001314847,8.226772,-0.9997354,-0.02097952,-0.009439717,106.9995
0.01243458,0.0005589619,0.9999225,446.9028,-0.02211826,0.9997553,-0.0002838195,8.225666,-0.9996781,-0.02211301,0.0124439,107.0336
0.03552485,0.004545351,0.9993584,447.2256,-0.02877736,0.9995796,-0.003523393,8.225759,-0.9989544,-0.02863373,0.03564072,107.0867
0.05851293,0.008215843,0.9982528,447.5585,-0.03376975,0.9994101,-0.006245947,8.226509,-0.9977153,-0.03334528,0.05875586,107.1497
0.08414822,0.008445045,0.9964174,447.8898,-0.03669133,0.9993122,-0.005370973,8.222854,-0.9957775,-0.03610792,0.0844002,107.21
0.109723,0.007108325,0.9939368,448.2499,-0.03292616,0.9994516,-0.003512974,8.21745,-0.9934167,-0.03234106,0.1098969,107.2771
0.1349697,0.005557627,0.9908341,448.605,-0.0300277,0.9995479,-0.001516187,8.211699,-0.9903947,-0.02954782,0.1350756,107.3516
0.1609063,0.005247839,0.9869557,448.9874,-0.02994403,0.9995515,-0.0004329532,8.207744,-0.9865154,-0.02948376,0.1609913,107.4465
0.186873,0.005287978,0.9823698,449.3814,-0.0305843,0.9995321,0.0004375858,8.204227,-0.9819079,-0.03012686,0.1869473,107.5566
0.2126458,0.005612588,0.9771132,449.7735,-0.03229593,0.9994775,0.001287397,8.201329,-0.9765955,-0.03183053,0.2127159,107.6756
0.2378631,0.006244046,0.9712786,450.1895,-0.03101582,0.9995182,0.001170084,8.198927,-0.9708034,-0.03040332,0.2379422,107.8222
0.2616197,0.006025441,0.9651522,450.6113,-0.03027009,0.9995398,0.001965057,8.195762,-0.9646963,-0.02972934,0.2616817,108.0041
0.2833287,0.005155084,0.959009,451.0376,-0.02878196,0.9995808,0.003130136,8.192056,-0.9585909,-0.02848902,0.2833583,108.1997
0.3033003,0.005045384,0.9528816,451.4911,-0.02842412,0.9995889,0.003754645,8.188818,-0.952471,-0.02822361,0.303319,108.4021
0.3219205,0.004762178,0.9467547,451.9494,-0.02783707,0.9996026,0.004437303,8.186495,-0.9463574,-0.02778334,0.3219252,108.6181
0.3395005,0.00542654,0.9405902,452.4322,-0.02821733,0.999592,0.004417933,8.18353,-0.9401826,-0.02804083,0.3395151,108.844
0.3567146,0.004955625,0.9342003,452.9289,-0.02582935,0.9996559,0.004559816,8.181836,-0.9338563,-0.02575634,0.3567198,109.0848
0.3739717,0.0033861,0.9274339,453.4353,-0.02207213,0.9997426,0.005250101,8.179648,-0.9271775,-0.02243383,0.3739502,109.3187
0.3915617,0.001925642,0.9201498,453.9636,-0.01772895,0.9998279,0.005452006,8.18257,-0.9199811,-0.01844808,0.3915284,109.5466
0.4090249,0.0008818277,0.9125228,454.5022,-0.01310452,0.9999021,0.004907635,8.183837,-0.9124292,-0.01396551,0.4089964,109.7981
0.4252686,0.0008348513,0.9050668,455.0427,-0.01210746,0.9999153,0.004766652,8.183922,-0.9049862,-0.01298516,0.4252427,110.0667
0.439995,0.002344311,0.8979972,455.5975,-0.01322242,0.9999051,0.003868282,8.182013,-0.8979029,-0.01357572,0.4399842,110.3603
0.4532749,0.003562361,0.8913636,456.1582,-0.01493016,0.999882,0.003596203,8.181664,-0.8912458,-0.01493827,0.4532746,110.6666
0.4647687,0.002482137,0.8854286,456.7493,-0.01540063,0.9998674,0.005280971,8.16962,-0.8852982,-0.01609059,0.4647454,110.9831
0.4746126,0.001267987,0.8801939,457.3544,-0.01560556,0.9998539,0.006974365,8.152796,-0.8800565,-0.01704604,0.4745631,111.3083
0.4823524,-0.0007561748,0.8759769,457.9719,-0.01652209,0.9998139,0.009960882,8.132884,-0.8758215,-0.01927762,0.4822502,111.6461
0.4885472,-0.002429586,0.8725341,458.5971,-0.01709877,0.9997774,0.0123578,8.11907,-0.8723699,-0.02095662,0.4883969,111.9988
0.4932344,-0.00225178,0.8698935,459.2335,-0.01796569,0.999757,0.01277458,8.106465,-0.8697109,-0.0219291,0.4930741,112.3592
0.4968743,-0.00209903,0.86782,459.8774,-0.01898362,0.9997315,0.01328724,8.100209,-0.8676149,-0.02307645,0.496701,112.7358
0.4998223,-0.001844372,0.866126,460.5356,-0.02008019,0.9997043,0.01371665,8.092042,-0.8658952,-0.02424786,0.4996374,113.1184
0.5024161,-0.0007459135,0.8646257,461.2016,-0.02088841,0.9996973,0.01300026,8.086262,-0.8643737,-0.02459219,0.5022484,113.5145
0.5049623,-0.0009956315,0.8631408,461.8832,-0.01955894,0.9997293,0.01259573,8.079735,-0.8629198,-0.02324248,0.5048061,113.9149
0.5075098,-0.0007153908,0.8616457,462.5741,-0.01792805,0.9997744,0.0113897,8.076379,-0.8614595,-0.02122801,0.5073825,114.3268
0.509904,0.0001791335,0.8602313,463.2776,-0.01706826,0.9998052,0.009909048,8.070543,-0.860062,-0.01973531,0.5098077,114.7487
0.5123957,0.001265019,0.8587486,463.9887,-0.01676527,0.999823,0.008530618,8.064325,-0.8585859,-0.0187682,0.5123262,115.182
0.5147272,0.002188523,0.8573512,464.7101,-0.01555329,0.999856,0.006785421,8.056835,-0.857213,-0.01682727,0.5146871,115.6225
0.5168553,0.001502212,0.8560714,465.4401,-0.01295731,0.9998976,0.006068412,8.048223,-0.8559747,-0.01422887,0.5168219,116.0673
0.5185422,0.0006470337,0.8550518,466.1755,-0.009988831,0.999936,0.005301008,8.039721,-0.8549937,-0.01128976,0.5185155,116.5177
0.5203657,3.368226E-05,0.8539435,466.9232,-0.008370892,0.9999521,0.005061509,8.029741,-0.8539025,-0.009782104,0.5203411,116.9794
0.5217843,0.002846178,0.8530727,467.673,-0.009580685,0.9999509,0.00252383,8.017194,-0.8530237,-0.009489916,0.521786,117.4495
0.5229485,0.005339563,0.8523476,468.4354,-0.008588703,0.9999626,-0.000994803,8.005046,-0.8523211,-0.006800329,0.5229748,117.9247
0.5232249,0.007591933,0.8521608,469.2057,-0.008357035,0.9999579,-0.003777466,7.99385,-0.8521537,-0.005145074,0.5232664,118.4087
0.5236511,0.00749115,0.8518998,469.987,-0.01081503,0.9999392,-0.002145081,7.980812,-0.8518642,-0.00809005,0.5237003,118.9038
0.5236354,0.00507509,0.8519274,470.7811,-0.01068026,0.9999428,0.0006077521,7.967282,-0.8518756,-0.009417048,0.5236596,119.4044
0.5242426,0.003232545,0.8515628,471.5837,-0.01137083,0.9999302,0.003204403,7.952083,-0.851493,-0.01136286,0.5242428,119.9093
0.5247027,0.00226381,0.8512825,472.3974,-0.008746378,0.999958,0.002731797,7.942587,-0.8512406,-0.00887902,0.5247005,120.4162
0.5255726,0.002224897,0.8507458,473.2194,-0.006056693,0.999981,0.001126512,7.932442,-0.8507272,-0.005744771,0.5255761,120.9268
0.5261408,0.001307874,0.8503965,474.0519,-0.003380334,0.9999941,0.0005534633,7.9201,-0.8503908,-0.003165825,0.5261421,121.4472
0.526913,0.0003802221,0.8499191,474.8921,-0.002018297,0.9999976,0.0008038926,7.908537,-0.8499169,-0.002138972,0.5269125,121.9754
0.5276915,-0.0007951455,0.8494357,475.7434,-0.0002779293,0.9999993,0.001108741,7.896328,-0.8494361,-0.000821158,0.5276909,122.5108
0.5284395,-0.001451757,0.8489697,476.6013,0.000459604,0.9999989,0.001423939,7.882709,-0.8489709,-0.0003622775,0.5284395,123.0538
0.5290717,-0.0006977014,0.8485768,477.4675,0.0004598727,0.9999997,0.0005354777,7.870021,-0.848577,0.0001069294,0.5290719,123.602
0.529946,0.0007697474,0.848031,478.3443,-0.0008501458,0.9999995,-0.0003764221,7.856526,-0.848031,-0.0005214683,0.5299464,124.1604
0.5302954,0.0010245,0.8478123,479.2297,-0.001615796,0.9999987,-0.0001977459,7.842703,-0.8478114,-0.001265029,0.5302964,124.7229
0.5300079,-0.0003173918,0.8479926,480.1181,-0.001349258,0.9999983,0.001217589,7.816016,-0.8479917,-0.001789494,0.5300066,125.2863
0.5291993,0.001649191,0.848496,480.992,-0.006063136,0.9999799,0.001837896,7.799868,-0.848476,-0.00611716,0.5291986,125.864
0.5273607,0.004745507,0.8496282,481.8789,-0.009418954,0.9999556,0.0002611577,7.784641,-0.8495893,-0.008140333,0.527382,126.4407
0.5240193,0.008496522,0.851664,482.7725,-0.01156763,0.999929,-0.002858242,7.76861,-0.8516279,-0.008353959,0.5240804,127.0159
0.5177804,0.01245791,0.8554228,483.6799,-0.01652157,0.9998531,-0.004560949,7.748165,-0.855354,-0.01177136,0.5179102,127.5929
0.5091272,0.01740698,0.8605152,484.5909,-0.02292471,0.999715,-0.006659298,7.723347,-0.8603859,-0.01633663,0.5093812,128.1647
0.4977689,0.02148898,0.8670434,485.5159,-0.02763095,0.9995784,-0.00891086,7.702777,-0.8668695,-0.01952168,0.4981529,128.7246
0.4845266,0.02320912,0.8744686,486.4476,-0.03119041,0.9994707,-0.00924477,7.68909,-0.8742203,-0.02279569,0.4849941,129.2736
0.4700314,0.02203629,0.8823746,487.3873,-0.03304477,0.9994268,-0.007356951,7.6759,-0.8820309,-0.02569986,0.4704902,129.8063
0.4547892,0.01979872,0.890379,488.35,-0.0353758,0.9993654,-0.004152875,7.65976,-0.8898963,-0.02960918,0.455201,130.3251
0.4386957,0.01965178,0.8984208,489.32,-0.03815878,0.9992665,-0.003224851,7.644658,-0.8978252,-0.03286791,0.4391238,130.8265
0.4220316,0.02186832,0.9063173,490.2959,-0.03821465,0.9992496,-0.006315812,7.627582,-0.9057754,-0.03196912,0.4225506,131.3053
0.4043249,0.02603608,0.9142448,491.2861,-0.04032782,0.9991301,-0.01061849,7.608299,-0.9137259,-0.03257617,0.4050232,131.7682
0.3853192,0.0278454,0.9223631,492.2829,-0.04085032,0.9990794,-0.0130961,7.577623,-0.9218787,-0.03263264,0.386102,132.2132
0.3649839,0.02599963,0.9306507,493.3018,-0.04252735,0.9990321,-0.01123158,7.529603,-0.9300421,-0.03547876,0.3657363,132.653
0.3431572,0.02373053,0.9389782,494.335,-0.04172935,0.9990789,-0.009999122,7.486674,-0.9383506,-0.03575167,0.3438314,133.0594
0.3197498,0.02627238,0.9471377,495.358,-0.04185578,0.9990313,-0.01358151,7.441737,-0.9465771,-0.0353005,0.3205398,133.4382
0.2946617,0.03386657,0.9550013,496.4058,-0.04535801,0.998741,-0.02142267,7.395897,-0.9545246,-0.03700452,0.2958269,133.7937
0.268631,0.03849994,0.9624734,497.4462,-0.0449101,0.9986149,-0.02741102,7.343661,-0.9621957,-0.03586133,0.269988,134.1159
0.2397432,0.0439727,0.96984,498.5138,-0.05269696,0.9980904,-0.03222697,7.291952,-0.9694051,-0.04338141,0.2416026,134.4098
0.2094664,0.04683227,0.9766937,499.5934,-0.04850279,0.9981204,-0.03745755,7.239981,-0.9766122,-0.03952627,0.2113442,134.6606
0.179066,0.04908971,0.9826116,500.6561,-0.05368646,0.9977538,-0.04006267,7.179209,-0.9823712,-0.04557907,0.1812993,134.8781
0.1499665,0.05172741,0.987337,501.7511,-0.05086174,0.9977117,-0.04454559,7.107864,-0.987382,-0.04353733,0.1522542,135.0642
0.1219991,0.05750307,0.9908631,502.8308,-0.04753378,0.9975133,-0.05203646,7.030874,-0.9913914,-0.04075106,0.124429,135.2112
0.09579815,0.06062645,0.9935528,503.9342,-0.04318791,0.9974567,-0.05670052,6.948783,-0.9944635,-0.03747766,0.09817283,135.3334
0.07162029,0.06119781,0.9955528,505.0423,-0.03985105,0.9974946,-0.0584503,6.85995,-0.9966356,-0.03548759,0.07387965,135.4277
0.04887828,0.06145538,0.9969123,506.1472,-0.03776943,0.9975051,-0.05964012,6.768053,-0.9980904,-0.0347377,0.05107747,135.4921
0.02646709,0.06297633,0.997664,507.2723,-0.03819943,0.9973484,-0.06194303,6.67505,-0.9989196,-0.03647074,0.02880257,135.5359
0.004133192,0.065881,0.9978189,508.395,-0.03759705,0.9971322,-0.06567994,6.580157,-0.9992845,-0.03724358,0.006598269,135.5569
-0.01702794,0.06687504,0.997616,509.5108,-0.03571142,0.9970834,-0.0674489,6.485308,-0.9992171,-0.0367748,-0.01459008,135.5511
-0.0351,0.0631681,0.9973855,510.6424,-0.03161508,0.9974307,-0.06428358,6.389289,-0.9988836,-0.03378877,-0.03301276,135.5229
-0.04841493,0.06172142,0.9969185,511.7704,-0.02602277,0.9976722,-0.06303188,6.294291,-0.9984883,-0.02899426,-0.04669607,135.4757
-0.05724012,0.06427158,0.9962895,512.9071,-0.01846947,0.9976867,-0.06542287,6.208165,-0.9981896,-0.02214575,-0.05592065,135.4162
-0.06323805,0.06810006,0.9956723,514.044,-0.01490815,0.9974934,-0.06917149,6.119894,-0.9978871,-0.0192179,-0.06206429,135.357
-0.06769452,0.06853017,0.9953497,515.185,-0.01571656,0.9974411,-0.06974308,6.025495,-0.9975823,-0.02036469,-0.06644424,135.2992
-0.07127552,0.06836246,0.9951112,516.3261,-0.01694131,0.9974217,-0.06973463,5.928454,-0.9973128,-0.02182886,-0.0699336,135.2386
-0.07456552,0.07040811,0.9947274,517.4718,-0.01720223,0.9972651,-0.07187724,5.832641,-0.9970678,-0.02247109,-0.07315042,135.1718
-0.07798605,0.07384837,0.9942156,518.623,-0.01589207,0.9970339,-0.0753043,5.734027,-0.9968278,-0.02167282,-0.07658114,135.0979
-0.08120607,0.07675645,0.9937374,519.7856,-0.01350542,0.996854,-0.07810083,5.63475,-0.9966059,-0.0197631,-0.07991397,135.0173
-0.08417801,0.07634601,0.9935217,520.9588,-0.01236878,0.9969036,-0.07765388,5.53239,-0.996374,-0.0188254,-0.08297306,134.9329
-0.08702695,0.07207125,0.9935955,522.1448,-0.01298981,0.9972127,-0.07347139,5.430448,-0.9961213,-0.0193006,-0.08584819,134.847
-0.08914649,0.06917486,0.9936135,523.3374,-0.01333057,0.9974131,-0.07063542,5.330952,-0.9959293,-0.01954233,-0.08799374,134.7574
-0.09069117,0.06943865,0.9934553,524.5354,-0.0157122,0.9973422,-0.0711447,5.231821,-0.9957551,-0.02206156,-0.0893591,134.6696
-0.09129014,0.07379891,0.993086,525.7344,-0.01655354,0.9969999,-0.07561148,5.131118,-0.9956868,-0.02334166,-0.08979463,134.5788
-0.09120783,0.07685621,0.9928616,526.9472,-0.01618822,0.9967711,-0.07864597,5.024148,-0.9957003,-0.02324579,-0.08966917,134.4845
-0.09071334,0.07693208,0.9929011,528.1671,-0.01430178,0.9968082,-0.07854148,4.913715,-0.9957744,-0.02132501,-0.08932354,134.3884
-0.0907065,0.0763536,0.9929463,529.3991,-0.01534125,0.9968311,-0.07805378,4.801178,-0.9957595,-0.02231302,-0.0892477,134.2938
-0.09105983,0.07700082,0.992864,530.6378,-0.01762053,0.9967255,-0.07891637,4.687869,-0.9956896,-0.0246809,-0.08940486,134.2008
-0.09177071,0.07732119,0.9927737,531.8804,-0.0201924,0.9966312,-0.07948822,4.575691,-0.9955754,-0.02734117,-0.08990027,134.1087
-0.09389756,0.07610859,0.9926685,533.1337,-0.02057299,0.9967124,-0.07836468,4.462482,-0.9953693,-0.0277804,-0.09202309,134.0104
-0.09684277,0.07438248,0.9925163,534.3975,-0.02225565,0.9967923,-0.07687451,4.347459,-0.9950509,-0.02953383,-0.0948767,133.9097
-0.09873109,0.07651742,0.9921679,535.6613,-0.01985196,0.9966894,-0.07884162,4.23497,-0.9949161,-0.0274806,-0.09688522,133.7995
